mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__min_samples_leaf,param_classifier__max_leaf_nodes,param_classifier__max_iter,param_classifier__learning_rate,param_classifier__l2_regularization,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
11.942506392796835,1.6937126197490953,0.555775006612142,0.07799335945375448,5,95,400,0.08,0.5,"{'classifier__min_samples_leaf': 5, 'classifier__max_leaf_nodes': 95, 'classifier__max_iter': 400, 'classifier__learning_rate': 0.08, 'classifier__l2_regularization': 0.5}",0.9019387257659279,0.9006637417032287,0.9030225755643891,0.9018750143445152,0.0009640431024434081,11,0.9908311926949543,0.9894436840230252,0.9901751228109649,0.9901499998429815,0.000566726536823465
4.861198504765828,0.05160128058801251,0.37452467282613117,0.009683911833557147,40,47,150,0.1,0.05,"{'classifier__min_samples_leaf': 40, 'classifier__max_leaf_nodes': 47, 'classifier__max_iter': 150, 'classifier__learning_rate': 0.1, 'classifier__l2_regularization': 0.05}",0.9030262121723478,0.9011887351408108,0.9014100352508813,0.9018749941880132,0.0008190321810001251,12,0.9762623516396978,0.9760748504678154,0.9765065436682041,0.9762812485919058,0.00017674383707789524
6.073064009348552,0.040045318644021326,0.38266921043395996,0.010099670838248776,15,63,150,0.1,0.5,"{'classifier__min_samples_leaf': 15, 'classifier__max_leaf_nodes': 63, 'classifier__max_iter': 150, 'classifier__learning_rate': 0.1, 'classifier__l2_regularization': 0.5}",0.9028387145160686,0.898976262796715,0.9026100652516313,0.9014750141881382,0.0017693480924974795,13,0.98514990718692,0.9843999024993906,0.9849064386695167,0.9848187494519425,0.0003124033791837135
5.60466464360555,0.41826215678400386,0.5851828257242838,0.03918751378588372,40,15,400,0.12,0.0,"{'classifier__min_samples_leaf': 40, 'classifier__max_leaf_nodes': 15, 'classifier__max_iter': 400, 'classifier__learning_rate': 0.12, 'classifier__l2_regularization': 0.0}",0.9024262196722541,0.8977387782652717,0.9026100652516313,0.9009250210630523,0.002254263689703149,14,0.9689123057019107,0.9609060056625354,0.9710503618704767,0.966956224411641,0.004366286082321135
7.5874424775441485,0.24485163446902236,0.40172163645426434,0.007686611525210338,60,95,150,0.12,0.05,"{'classifier__min_samples_leaf': 60, 'classifier__max_leaf_nodes': 95, 'classifier__max_iter': 150, 'classifier__learning_rate': 0.12, 'classifier__l2_regularization': 0.05}",0.8999137510781116,0.8998762515468557,0.9008850221255531,0.9002250082501734,0.0004669513111530684,15,0.9905124407027543,0.98918118238239,0.9900251246859414,0.9899062492570286,0.0005499458789034125
18.799564123153687,0.3359466914258579,0.7378655274709066,0.010024651742652142,30,127,300,0.03,0.01,"{'classifier__min_samples_leaf': 30, 'classifier__max_leaf_nodes': 127, 'classifier__max_iter': 300, 'classifier__learning_rate': 0.03, 'classifier__l2_regularization': 0.01}",0.8991637604529943,0.8979637754528068,0.9016725418135454,0.8996000259064489,0.0015452039000392896,16,0.9893686835542722,0.9879624247651548,0.9891626354670566,0.9888312479288279,0.0006200829088987183
8.083755413691202,0.2200110380942126,0.3568108081817627,0.046713700267076066,10,127,250,0.15,0.5,"{'classifier__min_samples_leaf': 10, 'classifier__max_leaf_nodes': 127, 'classifier__max_iter': 250, 'classifier__learning_rate': 0.15, 'classifier__l2_regularization': 0.5}",0.8994262571717854,0.8974387820152248,0.9015225380634516,0.8994625257501538,0.0016673836636459376,17,0.9902686891793073,0.9894436840230252,0.9904001199985,0.9900374977336108,0.00042330411228653033
25.987888892491657,1.0150034406947936,1.0477261543273926,0.041857350638514736,60,127,500,0.03,0.5,"{'classifier__min_samples_leaf': 60, 'classifier__max_leaf_nodes': 127, 'classifier__max_iter': 500, 'classifier__learning_rate': 0.03, 'classifier__l2_regularization': 0.5}",0.899538755765553,0.8981512731090862,0.9002100052501313,0.8993000113749234,0.0008572606255532226,18,0.9905311908199427,0.989106181913637,0.9902876214047325,0.989974998046104,0.0006223410742418426
10.010480244954428,0.020505700255411534,0.6789587338765463,0.012834408027018528,15,47,300,0.03,0.05,"{'classifier__min_samples_leaf': 15, 'classifier__max_leaf_nodes': 47, 'classifier__max_iter': 300, 'classifier__learning_rate': 0.03, 'classifier__l2_regularization': 0.05}",0.9000637492031349,0.8960887988900139,0.9000225005625141,0.8987250162185543,0.0018641632108555228,19,0.9509309433183958,0.9499371871074194,0.9511568605392433,0.9506749969883529,0.0005298000962445766
4.0177944501241045,0.0737947244660953,0.34899059931437176,0.007160822925311058,30,31,150,0.08,0.05,"{'classifier__min_samples_leaf': 30, 'classifier__max_leaf_nodes': 31, 'classifier__max_iter': 150, 'classifier__learning_rate': 0.08, 'classifier__l2_regularization': 0.05}",0.8981137735778303,0.8958263021712228,0.898897472436811,0.8976125160619547,0.0013029366889132873,20,0.9459996624978906,0.943693398083738,0.9443506956163048,0.9446812520659776,0.0009701080908201137
