record_index,pc1,pc2,dataset_source
20899,9.517954,-3.8083,instagram_data2
5148,13.222542,3.5816429,instagram_data
26888,6.462067,4.202606,instagram_data2
11438,-3.8158553,1.1131855,instagram_data
21375,-11.045653,-2.5121107,instagram_data2
23039,-2.9899678,13.920217,instagram_data2
20620,3.3922303,-8.175297,instagram_data2
23316,-6.449677,1.3303704,instagram_data2
17082,3.3496637,10.999607,instagram_data
6877,-7.949993,0.87409794,instagram_data
3733,-9.848867,0.87235945,instagram_data
5656,18.484133,-4.2874355,instagram_data
8732,-0.15084234,-6.365839,instagram_data
4985,4.602282,-4.6442556,instagram_data
27955,-8.968397,0.057762858,instagram_data2
13808,5.726867,-10.450541,instagram_data
1069,3.554138,4.6624885,instagram_data
10512,-8.269259,-4.400571,instagram_data
16170,0.6337242,4.0587635,instagram_data
1768,11.483751,5.225527,instagram_data
26450,-7.982495,-10.638442,instagram_data2
32035,13.013091,10.772119,instagram_data2
30368,5.406152,3.0353208,instagram_data2
10839,14.705411,-10.330135,instagram_data
27227,-6.5058517,-0.8466175,instagram_data2
20099,7.4661365,-12.081081,instagram_data
34288,-4.9896865,6.966009,instagram_data2
26018,-4.2119856,13.355716,instagram_data2
1425,-11.428452,0.41005492,instagram_data
15320,-3.256963,-8.730734,instagram_data
23292,-12.425389,-5.2589498,instagram_data2
21416,-8.75254,-0.5317952,instagram_data2
14289,1.2616186,-6.0681314,instagram_data
20878,-9.191033,-0.8934623,instagram_data2
20064,-3.9145124,5.2560625,instagram_data
33406,5.4290814,4.38973,instagram_data2
9223,-10.353938,-3.3345363,instagram_data
16302,5.871939,2.0496824,instagram_data
20974,-2.7103763,-9.16734,instagram_data2
18038,-5.4526267,-0.92092866,instagram_data
3873,-1.0882807,7.8807225,instagram_data
17454,7.1744256,-3.3473885,instagram_data
923,-9.049115,4.2070494,instagram_data
18588,-2.957148,-1.6164126,instagram_data
22409,12.027597,-10.6944895,instagram_data2
25372,-11.372876,-5.685703,instagram_data2
20187,7.192228,-12.875611,instagram_data
28849,5.8744736,2.881245,instagram_data2
10836,-7.88808,4.20087,instagram_data
22004,0.12531997,5.5887513,instagram_data2
32063,-2.714276,2.4574265,instagram_data2
15931,25.288183,-16.74041,instagram_data
29437,13.110194,-5.9039874,instagram_data2
13277,16.780233,-7.1370554,instagram_data
10975,3.7003198,-2.423355,instagram_data
5631,-2.293013,6.1210246,instagram_data
17120,-1.7065009,5.946003,instagram_data
21915,-5.6317444,-2.5416656,instagram_data2
17054,2.1351964,1.4640518,instagram_data
15008,-1.0236446,-0.2354788,instagram_data
2246,-1.7381374,6.5487747,instagram_data
719,11.494416,2.1779127,instagram_data
33604,-2.0548353,-1.3958083,instagram_data2
19805,5.28159,-10.922964,instagram_data
16241,1.0458616,8.133753,instagram_data
33884,-9.35888,-1.3943765,instagram_data2
21626,-0.77494186,5.948579,instagram_data2
9945,1.8552788,5.5860467,instagram_data
31960,18.785461,12.592237,instagram_data2
22264,-4.746936,-8.652674,instagram_data2
34311,-11.63453,-2.4773717,instagram_data2
31129,-13.859073,-0.895138,instagram_data2
490,6.5501013,13.025707,instagram_data
3237,-3.813465,-1.5864489,instagram_data
2682,14.600804,3.8990545,instagram_data
22821,-4.6685543,4.045303,instagram_data2
8003,-10.970358,-1.6520759,instagram_data
29942,1.0866808,5.100219,instagram_data2
13340,-14.6568775,-4.1777205,instagram_data
32928,-2.9221997,3.2888718,instagram_data2
5601,-8.454224,3.0592718,instagram_data
648,-3.6175933,0.27070534,instagram_data
3802,9.233426,-1.0289284,instagram_data
4813,17.137226,-12.684539,instagram_data
14041,5.988621,13.950581,instagram_data
585,-5.2292523,0.8641552,instagram_data
25288,-2.4932344,0.87553793,instagram_data2
7917,-0.58012915,1.5089687,instagram_data
11876,-5.452514,-0.17968538,instagram_data
23676,-2.7456431,-4.776005,instagram_data2
1736,-2.4781082,13.899455,instagram_data
8795,-12.358301,-1.8095119,instagram_data
11332,7.8855686,-7.030593,instagram_data
23032,1.882792,3.6530805,instagram_data2
5057,-1.4678688,5.0459194,instagram_data
30741,0.6059921,-14.3861475,instagram_data2
694,8.135601,6.570876,instagram_data
27457,5.264827,8.500975,instagram_data2
34648,-7.673228,6.0345016,instagram_data2
15069,11.316578,12.403054,instagram_data
15837,2.4580195,5.287625,instagram_data
27220,-13.204721,-5.4592195,instagram_data2
10970,-2.6559238,-1.5152417,instagram_data
12723,2.5179677,7.323315,instagram_data
10651,2.2213333,-8.152641,instagram_data
8229,-5.125072,-3.728669,instagram_data
13186,-1.1850158,-5.494323,instagram_data
14391,3.251601,1.4610568,instagram_data
1201,5.1178193,-1.3535715,instagram_data
15628,3.0522497,-8.532669,instagram_data
13393,-7.705699,-3.230487,instagram_data
11610,1.7153021,2.372544,instagram_data
11300,0.9704252,-7.0268273,instagram_data
13816,-5.5749116,-9.707501,instagram_data
24451,-6.228407,-2.0284374,instagram_data2
31238,-7.993141,-2.3805025,instagram_data2
10897,-1.7775015,-2.3267705,instagram_data
30105,-8.556512,2.0411406,instagram_data2
29635,-9.700479,1.0297495,instagram_data2
5317,8.933307,-1.8773056,instagram_data
10175,-13.127842,1.5429609,instagram_data
30567,-4.098969,-8.276796,instagram_data2
8247,0.7619964,-4.244632,instagram_data
34391,-2.53109,0.5094632,instagram_data2
28011,-12.528008,-2.7442267,instagram_data2
5404,-12.087194,-2.3263876,instagram_data
30056,-8.46713,-3.4173596,instagram_data2
6382,-6.631186,0.52943504,instagram_data
20457,-6.438357,6.7012973,instagram_data
104,0.37108904,5.874356,instagram_data
10575,-6.788518,-0.9567853,instagram_data
28580,-8.963286,-0.7161753,instagram_data2
17210,9.476592,15.777518,instagram_data
27185,12.126513,-8.287393,instagram_data2
17747,-5.947571,0.12183336,instagram_data
1152,3.0694551,1.4675947,instagram_data
22218,-11.644604,3.7266338,instagram_data2
17174,-0.038373765,-7.492253,instagram_data
5195,-8.109825,3.6381888,instagram_data
14465,14.884468,-20.14189,instagram_data
16316,-2.000241,0.87183535,instagram_data
32921,0.8995106,-3.8193493,instagram_data2
10654,3.2637854,6.0505896,instagram_data
3406,1.1115696,3.8849912,instagram_data
25527,5.7124333,-12.100721,instagram_data2
24218,-4.20607,-5.1794806,instagram_data2
18752,-5.506742,0.5079907,instagram_data
21944,-10.454519,-2.8232334,instagram_data2
15113,9.030576,-5.3227224,instagram_data
33911,9.754034,13.361733,instagram_data2
8512,-2.6445985,0.7150276,instagram_data
28690,0.57378864,4.8070526,instagram_data2
33333,-3.5576751,2.1325784,instagram_data2
18106,-6.552707,1.4877973,instagram_data
3100,17.269417,-14.054045,instagram_data
12560,-8.759195,0.6779145,instagram_data
8038,10.966108,-9.906114,instagram_data
32623,-1.0389302,-7.5899887,instagram_data2
19161,-7.8251276,1.7050421,instagram_data
7203,-8.244858,1.194961,instagram_data
16111,-3.8340523,6.6765094,instagram_data
14687,3.8748698,4.0905647,instagram_data
10226,-5.222156,9.617928,instagram_data
14194,-4.294726,-1.5032747,instagram_data
17902,3.482761,4.7421284,instagram_data
11094,-7.459792,5.8747077,instagram_data
11072,-1.0619009,-8.454248,instagram_data
19288,-4.9532366,-2.7194,instagram_data
30932,-7.446092,3.640171,instagram_data2
31522,7.720756,-3.1192834,instagram_data2
22148,-3.86948,8.005866,instagram_data2
31974,-8.276267,-1.6396458,instagram_data2
21538,-9.21324,2.2117155,instagram_data2
4628,6.5800657,-2.809428,instagram_data
22032,0.16984999,-3.4351368,instagram_data2
21447,-13.33153,-1.651352,instagram_data2
25648,-5.198104,-13.087358,instagram_data2
24603,-10.147025,-0.8521936,instagram_data2
33030,1.9216748,10.187024,instagram_data2
26441,-9.337774,7.8985596,instagram_data2
11664,-3.4244826,-1.2363529,instagram_data
27533,14.015676,-5.900706,instagram_data2
12682,-9.541705,-4.5142026,instagram_data
6723,2.3622456,3.4047408,instagram_data
2935,-10.10073,-4.268909,instagram_data
32656,-1.5956607,6.380584,instagram_data2
14298,-0.89285064,-5.380631,instagram_data
2690,-14.674969,1.0224162,instagram_data
29935,15.77177,-1.8817112,instagram_data2
13048,7.8260703,16.474365,instagram_data
12802,-8.0929,3.3284798,instagram_data
32029,7.4643793,-4.826808,instagram_data2
26443,-2.1324303,9.792311,instagram_data2
4034,6.9717135,-11.087814,instagram_data
19200,0.5846513,3.4236953,instagram_data
21508,-8.546086,-7.255068,instagram_data2
22063,-4.8076944,-4.3806987,instagram_data2
19477,3.3221653,-3.4059625,instagram_data
17281,-11.953288,1.2939329,instagram_data
25029,12.725752,5.666425,instagram_data2
28058,-6.5781856,-0.7583113,instagram_data2
32049,16.42334,19.64469,instagram_data2
30049,-9.112812,-10.282967,instagram_data2
18022,-5.89017,-2.987482,instagram_data
9308,-2.7992496,10.995309,instagram_data
30709,-9.863747,2.4893355,instagram_data2
16245,-2.7365863,0.22890761,instagram_data
29852,-7.6532245,1.199961,instagram_data2
20787,4.3365116,-5.160827,instagram_data2
5615,-3.1929,5.3332086,instagram_data
14724,6.1023965,0.31788036,instagram_data
22520,-7.7083526,3.5565684,instagram_data2
4623,7.742641,-2.097673,instagram_data
31189,7.888351,-1.3873981,instagram_data2
21038,13.587559,6.0531807,instagram_data2
8505,-1.3965375,-2.5874481,instagram_data
3844,-5.829539,1.8071301,instagram_data
5950,-5.1986494,-2.9173696,instagram_data
15926,-0.5365508,-11.093425,instagram_data
34326,14.298139,7.349224,instagram_data2
4596,-12.3416605,-1.2191263,instagram_data
2904,-4.2398233,-10.5292635,instagram_data
6297,-3.278485,3.0843744,instagram_data
33745,-1.9232544,4.41356,instagram_data2
21278,-9.167116,-5.170943,instagram_data2
32167,-14.268788,-2.5914624,instagram_data2
3464,-7.042476,-4.5667796,instagram_data
6201,-8.24273,3.0607786,instagram_data
13411,-1.9491236,-9.274486,instagram_data
34038,-0.9494585,8.863005,instagram_data2
34870,6.723526,-9.607672,instagram_data2
19809,8.686541,-2.8127804,instagram_data
18768,-2.403252,0.3209962,instagram_data
17908,-2.9887495,1.4651563,instagram_data
4828,0.38251778,-0.96464294,instagram_data
2864,1.0875509,6.861906,instagram_data
21887,12.473002,16.625042,instagram_data2
22193,23.15795,-27.029465,instagram_data2
8898,-0.2700778,12.471043,instagram_data
23029,-2.205585,9.413704,instagram_data2
24405,6.2863665,4.0910277,instagram_data2
6366,-2.592181,8.260288,instagram_data
15677,-11.170663,-2.148768,instagram_data
17738,5.0239296,10.562886,instagram_data
27279,18.081099,4.2113686,instagram_data2
17332,-4.719701,3.1549945,instagram_data
22531,0.59764534,9.933045,instagram_data2
33358,-2.1232045,-8.474061,instagram_data2
620,9.653952,6.5627875,instagram_data
411,4.08917,-1.4840658,instagram_data
24365,-4.148249,-4.889329,instagram_data2
16325,12.181137,-2.2146392,instagram_data
6670,12.477786,5.693797,instagram_data
15522,9.904387,8.358721,instagram_data
22486,12.278132,21.01968,instagram_data2
9678,-5.423614,4.810408,instagram_data
5060,3.5681913,8.438286,instagram_data
7674,-9.34633,1.816858,instagram_data
10724,7.050649,-3.523105,instagram_data
16187,-4.7632065,-3.6384137,instagram_data
32125,-2.8848171,8.306701,instagram_data2
23177,-4.7606926,-12.371167,instagram_data2
5968,-6.8862953,-1.5393625,instagram_data
30124,-1.5911561,-2.7941394,instagram_data2
33505,-11.627034,-1.0145919,instagram_data2
9624,20.98396,-9.990881,instagram_data
19564,-5.0159855,9.56351,instagram_data
11749,-5.4928336,-7.1034408,instagram_data
31423,-3.5243943,-10.709954,instagram_data2
34669,11.127384,12.329821,instagram_data2
28820,0.034222584,4.1664762,instagram_data2
25780,-9.61187,-1.3823464,instagram_data2
26748,9.026096,-3.4480786,instagram_data2
22252,-2.6574445,-3.732972,instagram_data2
34896,1.0616245,1.902656,instagram_data2
6513,2.561913,5.1310134,instagram_data
4017,-4.7456813,-1.5632493,instagram_data
428,-11.064399,-5.0591693,instagram_data
6033,-8.690722,1.6534296,instagram_data
7862,1.9836013,-0.55828553,instagram_data
33783,-0.52793556,-0.6206894,instagram_data2
6759,-4.974785,-4.4513154,instagram_data
15048,1.3681532,9.639213,instagram_data
1038,22.597252,-5.2529473,instagram_data
14431,8.351274,5.4858484,instagram_data
3875,0.30036786,-3.1740737,instagram_data
23402,-13.513014,-4.1371384,instagram_data2
34476,-14.417725,-5.055326,instagram_data2
12601,5.782985,-9.259131,instagram_data
23811,-7.9892716,11.245592,instagram_data2
6977,14.005441,-9.5310545,instagram_data
3590,-0.34239858,-3.8076572,instagram_data
15882,-7.6310787,2.8908904,instagram_data
1891,-2.9140625,8.451968,instagram_data
30343,2.4881427,-17.05284,instagram_data2
28502,15.385176,-6.178577,instagram_data2
18999,-5.8374825,-3.5771189,instagram_data
11429,2.4894347,4.2990146,instagram_data
18585,2.3241935,14.530626,instagram_data
10747,-9.218932,0.6226122,instagram_data
31122,-1.9519172,0.4665379,instagram_data2
30274,27.803743,-3.8348174,instagram_data2
12272,6.130409,14.709086,instagram_data
12846,11.760039,5.980866,instagram_data
12877,0.7717036,4.6793942,instagram_data
31891,12.520166,-10.173899,instagram_data2
28936,-1.0999893,0.20879541,instagram_data2
2390,-6.655897,6.615189,instagram_data
34155,-6.9094605,-1.614224,instagram_data2
30195,-4.443291,-4.494284,instagram_data2
19899,1.0715482,5.3006773,instagram_data
16548,-6.2197766,5.9437327,instagram_data
33637,-3.6434896,-2.893523,instagram_data2
24831,0.15180783,7.257238,instagram_data2
32135,-8.9213505,-0.6331135,instagram_data2
16184,-2.2347286,-8.41628,instagram_data
34897,-7.280744,0.19014305,instagram_data2
25364,-12.5625105,-1.8602033,instagram_data2
1322,0.6400808,-2.1606064,instagram_data
9001,-2.8810835,-1.4106189,instagram_data
14999,3.5407104,-10.190656,instagram_data
33148,-2.3707542,-0.29571283,instagram_data2
32310,1.5201681,5.7116036,instagram_data2
27587,-11.356839,2.4879687,instagram_data2
13260,22.487738,3.7241373,instagram_data
23655,-4.6574335,4.4389133,instagram_data2
25217,-3.403766,6.419658,instagram_data2
32642,-3.3880374,3.1505678,instagram_data2
28852,8.528665,1.0263246,instagram_data2
2761,-7.811717,-2.409519,instagram_data
32812,5.0005403,1.5168285,instagram_data2
5562,-9.952941,-3.1103306,instagram_data
12706,2.7573042,-5.2475486,instagram_data
24865,2.6420562,14.897546,instagram_data2
10864,-0.7885851,-2.4829297,instagram_data
27093,-11.343227,-4.8862686,instagram_data2
21548,6.096846,9.785342,instagram_data2
32114,-0.6649469,4.6670012,instagram_data2
21834,-10.3955345,-3.8813906,instagram_data2
14470,7.441562,-5.4453526,instagram_data
17295,-7.946846,0.8510885,instagram_data
19812,-0.38809213,-1.9040899,instagram_data
10056,6.234755,0.24204545,instagram_data
8341,-13.792565,-5.805765,instagram_data
513,-12.862746,0.88330066,instagram_data
4267,-2.819253,5.7184143,instagram_data
31596,-1.4663705,8.984375,instagram_data2
21403,-8.131344,-3.932418,instagram_data2
24962,5.839253,5.855108,instagram_data2
11612,4.1342297,4.223567,instagram_data
26927,-11.961841,0.40885034,instagram_data2
14774,5.0110855,-22.075249,instagram_data
3531,-1.9699488,-7.235606,instagram_data
17388,-10.017274,3.697471,instagram_data
21069,5.6360126,11.894904,instagram_data2
31879,7.102522,-1.3697921,instagram_data2
17340,12.655399,3.8431861,instagram_data
4764,-11.32011,-2.59315,instagram_data
18871,21.392387,-19.009592,instagram_data
1113,0.46712998,10.93822,instagram_data
30871,0.52509636,0.6814119,instagram_data2
3932,12.064961,-8.02656,instagram_data
9654,10.086067,15.464365,instagram_data
31911,7.3074355,3.0566385,instagram_data2
17015,2.3220677,8.988357,instagram_data
14412,25.23476,1.5262725,instagram_data
22223,-14.678139,-3.6907895,instagram_data2
34519,7.4066844,0.74043494,instagram_data2
541,-10.3171215,4.0485034,instagram_data
16231,4.866806,-5.5398574,instagram_data
21987,11.736497,-1.5540646,instagram_data2
9496,11.912136,1.2669696,instagram_data
31887,-7.1631966,-8.869085,instagram_data2
1646,-1.3960428,-3.1423478,instagram_data
7234,12.887129,-16.506624,instagram_data
26549,-0.24855879,6.879234,instagram_data2
19103,-2.3847592,3.1483593,instagram_data
8620,17.764694,-11.787751,instagram_data
15027,1.7167705,0.6906607,instagram_data
16538,6.7051096,16.07293,instagram_data
31530,1.2384955,2.8845582,instagram_data2
27280,-7.9752035,0.433771,instagram_data2
20195,0.473281,1.8264163,instagram_data
3997,-14.336669,-4.337944,instagram_data
30313,1.6268898,3.8702443,instagram_data2
14770,0.26590228,-11.531406,instagram_data
31622,-11.272773,-2.8297982,instagram_data2
19433,2.3132913,-12.566409,instagram_data
6006,-10.639214,4.9144263,instagram_data
27281,-8.973465,-3.0067635,instagram_data2
30278,1.7337034,8.329897,instagram_data2
11771,0.37182212,-8.806766,instagram_data
17037,4.2109313,17.93024,instagram_data
19909,-9.398716,2.3791602,instagram_data
8657,-6.029112,-1.32142,instagram_data
10929,-1.5069364,4.926953,instagram_data
13074,-12.410618,-1.9452503,instagram_data
26802,8.165814,11.01985,instagram_data2
32313,1.361445,-7.92685,instagram_data2
6402,-5.979059,0.14820589,instagram_data
17731,1.7367314,-14.843163,instagram_data
12904,-0.5725863,-1.5656888,instagram_data
19208,-1.6013713,-8.693992,instagram_data
8378,0.3025469,7.892282,instagram_data
4274,-13.933273,-2.4978082,instagram_data
12978,19.186356,-15.570721,instagram_data
11651,-0.9798948,10.087101,instagram_data
29305,16.738707,4.8032775,instagram_data2
5045,-0.34348488,5.6938725,instagram_data
10574,-8.013453,-5.0313606,instagram_data
16436,1.4757912,-12.027106,instagram_data
22123,-6.8870993,4.3631434,instagram_data2
24752,3.5711832,0.49906138,instagram_data2
28166,-11.728436,-1.5620551,instagram_data2
29301,9.085846,-5.3760543,instagram_data2
34530,-4.9071465,4.4953046,instagram_data2
14663,7.2391944,-17.260061,instagram_data
1115,-2.1189694,6.838985,instagram_data
22028,3.1847665,-7.9876337,instagram_data2
1437,11.651113,-3.1544652,instagram_data
6166,-0.83110005,-7.5960665,instagram_data
9904,18.009943,-6.53616,instagram_data
20211,-1.5115263,6.6318674,instagram_data
13890,-11.447447,1.0820159,instagram_data
32553,-6.5546126,5.555295,instagram_data2
29407,7.5838375,-4.6413307,instagram_data2
769,-5.8207936,-1.8113804,instagram_data
33089,-14.813861,-5.0052075,instagram_data2
25254,18.9333,-0.6067781,instagram_data2
5226,6.659171,-3.26407,instagram_data
17683,-0.60061127,-3.8203394,instagram_data
9434,-9.00858,-4.902724,instagram_data
9739,2.523124,-8.5827675,instagram_data
18725,15.776221,4.1377087,instagram_data
21894,-14.191439,-3.6276114,instagram_data2
12196,-8.359306,-2.172848,instagram_data
3741,-11.838408,-3.1478114,instagram_data
8486,-4.8370576,-8.288892,instagram_data
16924,-1.7646735,3.8469677,instagram_data
11722,-11.674114,-1.7338626,instagram_data
6996,11.903519,6.7305975,instagram_data
33064,3.8514555,6.3612504,instagram_data2
5172,-2.9921074,-12.866413,instagram_data
3831,-3.4561129,5.7292337,instagram_data
23400,-7.7640944,0.97965634,instagram_data2
30697,-3.071243,5.144767,instagram_data2
24600,5.052916,-2.5558057,instagram_data2
2200,3.5090563,-3.6534443,instagram_data
34073,2.8482234,6.212475,instagram_data2
31147,-5.672519,12.035053,instagram_data2
24294,15.004055,6.3642306,instagram_data2
33863,4.6153984,12.088599,instagram_data2
10330,-6.112286,-0.5100221,instagram_data
33708,-7.016347,-5.3957095,instagram_data2
32910,-4.122426,0.51350015,instagram_data2
26653,9.635662,5.0802584,instagram_data2
3462,-7.5913315,0.052073304,instagram_data
30686,-0.029571434,0.5255134,instagram_data2
33460,-0.41324267,16.834593,instagram_data2
13837,6.02589,-4.0870957,instagram_data
30399,1.221423,-2.9712536,instagram_data2
34642,-13.8723345,1.0348026,instagram_data2
12101,8.785207,1.0069183,instagram_data
27534,3.0255265,-9.656418,instagram_data2
18772,-3.4762964,0.36080736,instagram_data
2403,1.49893,-7.836363,instagram_data
996,4.2324133,5.6484165,instagram_data
20840,15.580404,-13.863719,instagram_data2
19452,-4.747705,-8.218573,instagram_data
29846,1.6054242,5.9720526,instagram_data2
19037,8.334383,-4.5472593,instagram_data
19603,27.535849,1.6488475,instagram_data
16283,9.981117,3.6684256,instagram_data
4382,20.755568,-12.315955,instagram_data
24172,-5.156051,12.033584,instagram_data2
25150,-0.81561744,-11.638178,instagram_data2
3939,1.956096,8.477069,instagram_data
33477,23.940418,-3.2170432,instagram_data2
6207,0.74703354,-3.9835975,instagram_data
11178,-4.9569945,0.21890831,instagram_data
5667,-7.625323,0.6936546,instagram_data
5681,6.560535,-9.595383,instagram_data
26266,9.4246025,3.8205473,instagram_data2
17428,5.529319,-3.9257438,instagram_data
10029,-8.965414,-5.94137,instagram_data
3542,-7.92058,2.758612,instagram_data
28513,12.618002,-7.859572,instagram_data2
33758,3.3941333,-0.25409615,instagram_data2
10566,-0.19761713,6.748772,instagram_data
27730,4.4772754,14.973564,instagram_data2
5382,-0.7595015,6.6936154,instagram_data
28307,12.241906,8.308842,instagram_data2
4453,3.298277,10.9321,instagram_data
4029,0.8180904,7.2068195,instagram_data
23381,5.2808013,2.1141655,instagram_data2
4804,-10.006588,-0.83690405,instagram_data
21971,3.4997272,-7.8651776,instagram_data2
2607,0.3062238,-9.136,instagram_data
33066,18.945295,3.941975,instagram_data2
21822,-6.564092,-9.45632,instagram_data2
4860,12.671656,-13.439475,instagram_data
22464,8.475188,-2.1013594,instagram_data2
14461,-3.111469,-17.603395,instagram_data
18590,10.362534,0.12124516,instagram_data
16233,3.174629,2.748956,instagram_data
19946,-6.0428576,4.5360713,instagram_data
10829,9.49123,5.905512,instagram_data
11918,1.3156602,0.19818367,instagram_data
2477,-7.690073,-4.771399,instagram_data
22989,-9.678227,-3.6606169,instagram_data2
7040,-1.2875139,8.540344,instagram_data
21563,-13.464123,-1.047651,instagram_data2
25683,3.7839437,4.722048,instagram_data2
7273,-0.58726436,12.579549,instagram_data
27315,-5.430214,3.845433,instagram_data2
639,-11.68017,-1.1074182,instagram_data
10484,-3.6199763,6.489837,instagram_data
27902,-0.562086,0.2915585,instagram_data2
17979,5.8508615,0.9962532,instagram_data
26131,11.843469,1.5939404,instagram_data2
8102,-0.21928725,-2.2277079,instagram_data
10872,24.036005,-2.2627559,instagram_data
20692,-11.716757,-4.652362,instagram_data2
27742,-0.48923948,-5.0210714,instagram_data2
11075,-8.396745,-4.162901,instagram_data
33747,-1.1945738,3.6520894,instagram_data2
9940,-9.480419,-3.0284915,instagram_data
9737,2.9885783,-6.477369,instagram_data
29466,0.36348575,-4.1952114,instagram_data2
1659,-1.8040786,-0.4846229,instagram_data
4672,1.3789926,7.0474663,instagram_data
17096,-10.734979,-1.5791569,instagram_data
34823,5.829213,6.625607,instagram_data2
681,-15.021167,-2.2721033,instagram_data
6370,7.22068,-5.401509,instagram_data
16619,0.55422187,5.8959236,instagram_data
34426,2.6540134,-10.050263,instagram_data2
25133,-6.4728465,-0.69859624,instagram_data2
14886,-10.72358,-1.8929759,instagram_data
26877,-2.6782708,0.7238821,instagram_data2
22960,0.6642303,6.371685,instagram_data2
1549,7.1775274,2.020454,instagram_data
10712,0.9056064,-8.299668,instagram_data
21643,-10.243423,-5.991836,instagram_data2
27282,2.5128422,-0.3005834,instagram_data2
27614,2.8961444,17.970901,instagram_data2
11988,-2.874834,-10.493104,instagram_data
13634,4.238888,10.110548,instagram_data
9609,-1.1063303,-12.60105,instagram_data
1486,25.743774,-18.325928,instagram_data
18597,5.087779,8.544637,instagram_data
16355,7.6202803,-0.9969051,instagram_data
20357,-6.953395,1.1139538,instagram_data
18582,6.6791005,13.377417,instagram_data
10848,-2.7676342,1.1792343,instagram_data
25961,-7.4116187,-4.866909,instagram_data2
8899,-12.752262,1.2904718,instagram_data
15635,15.055058,-9.456538,instagram_data
34504,-3.6309934,-1.284587,instagram_data2
16271,34.340824,-10.986921,instagram_data
18741,3.3240337,-4.5687985,instagram_data
18285,-4.279395,1.2658066,instagram_data
29598,0.48343614,1.2861685,instagram_data2
23940,-8.789887,0.90274143,instagram_data2
25774,-0.38479984,-4.0160217,instagram_data2
34719,6.8995714,19.861752,instagram_data2
236,6.3079576,7.8777146,instagram_data
26753,10.1314535,-10.631119,instagram_data2
31574,18.788431,-14.028697,instagram_data2
30045,14.390686,9.950517,instagram_data2
21337,-7.3208036,-12.321965,instagram_data2
14166,13.023802,-11.175718,instagram_data
33136,-0.89986587,0.44451934,instagram_data2
24961,-8.428556,1.349995,instagram_data2
20387,-0.28679857,9.4879,instagram_data
21417,7.403191,-14.371352,instagram_data2
30839,5.7116995,-9.510875,instagram_data2
8825,12.005161,3.1837504,instagram_data
3150,1.4110435,-1.3949468,instagram_data
17324,-5.241209,-3.1236634,instagram_data
29021,4.453697,5.849097,instagram_data2
25773,-1.9911379,6.6563025,instagram_data2
11404,-6.466589,-1.3349962,instagram_data
14678,9.293602,4.7832685,instagram_data
25062,13.077928,-7.0981383,instagram_data2
19061,-9.993184,6.271146,instagram_data
33147,-6.7239723,3.0414643,instagram_data2
11102,-4.974865,2.777998,instagram_data
29079,-6.175121,-2.2890115,instagram_data2
23814,-1.9313344,-7.5687046,instagram_data2
17832,-4.506276,-2.9565318,instagram_data
18452,10.393661,1.448908,instagram_data
23356,-4.069469,-1.2336252,instagram_data2
11387,-6.4000735,0.2459316,instagram_data
19664,-2.1347404,-4.6853924,instagram_data
5993,8.709803,-11.04158,instagram_data
23419,-10.127892,2.9280074,instagram_data2
6764,2.0794976,3.55282,instagram_data
2915,-6.7729216,1.6507283,instagram_data
9230,-0.54507524,5.9002304,instagram_data
29245,-9.069485,-0.011382871,instagram_data2
30121,4.7705407,-3.9294415,instagram_data2
23839,10.388054,6.6146536,instagram_data2
5845,13.5030155,-8.732871,instagram_data
25991,-12.788538,3.578024,instagram_data2
9729,-1.5573269,-0.89364254,instagram_data
33232,-10.107,-6.5209727,instagram_data2
819,5.195902,0.70929825,instagram_data
22360,-1.3874733,2.2247458,instagram_data2
3202,1.6512604,6.0687904,instagram_data
21503,9.104904,-0.3568832,instagram_data2
20093,-9.600222,3.502506,instagram_data
15583,21.56374,-8.888451,instagram_data
4133,-6.0095634,1.0165812,instagram_data
24181,-6.648313,10.080818,instagram_data2
15965,8.220412,6.3808355,instagram_data
4821,6.8469872,-8.594115,instagram_data
6039,6.2373815,5.5320177,instagram_data
13462,1.0180603,5.5748777,instagram_data
6519,-4.8029237,2.361316,instagram_data
7687,-1.9334722,-0.18052438,instagram_data
5964,-6.3546085,1.9116238,instagram_data
5721,-1.8582791,1.8710341,instagram_data
8389,-12.4566345,-2.1907222,instagram_data
28261,-6.9899406,-0.7021713,instagram_data2
21819,4.9710436,4.409145,instagram_data2
27370,-1.8206973,-4.858985,instagram_data2
21067,7.327426,10.351328,instagram_data2
27767,-4.4442325,5.5969114,instagram_data2
2081,-3.231232,5.147118,instagram_data
26495,-1.7413119,8.122908,instagram_data2
24863,-4.7205124,8.746809,instagram_data2
33748,6.6772833,4.5096292,instagram_data2
31658,17.098173,11.419637,instagram_data2
29863,-8.035427,-2.0397449,instagram_data2
20092,-2.1967688,5.186677,instagram_data
33768,-5.535072,-2.2665346,instagram_data2
24008,2.0388834,6.4097548,instagram_data2
29868,0.61679894,10.505542,instagram_data2
32979,-6.8766007,2.6064405,instagram_data2
17557,1.0974118,-2.3420546,instagram_data
34324,-6.555664,6.7415605,instagram_data2
10825,1.9494301,-5.189272,instagram_data
5297,-8.442709,0.59465,instagram_data
30848,-0.92028344,13.408852,instagram_data2
1236,22.046732,7.012925,instagram_data
1443,-0.13388203,-1.1726851,instagram_data
16592,10.784602,-7.0006638,instagram_data
18654,-0.0044108867,-1.1265157,instagram_data
12277,-2.423087,-1.5116249,instagram_data
30453,12.29011,1.2705896,instagram_data2
