record_index,pc1,pc2,dataset_source
1971,5.4836617,3.7024975,instagram_data
31353,-10.7539215,-4.3888235,instagram_data2
12768,3.1986017,5.441082,instagram_data
17621,-4.3974113,-2.2348886,instagram_data
25572,-1.2709148,-10.479092,instagram_data2
144,-6.0359282,-1.2988532,instagram_data
10488,11.933654,-1.281479,instagram_data
14301,12.85415,5.852608,instagram_data
9221,-2.731976,-6.6263704,instagram_data
14072,16.677183,5.810133,instagram_data
6507,-7.165373,3.2489626,instagram_data
32626,15.980339,24.767906,instagram_data2
22918,6.939496,-1.025566,instagram_data2
11375,8.47698,5.9068127,instagram_data
7069,0.6738358,-5.8794456,instagram_data
25058,-14.770758,-2.7128386,instagram_data2
30002,-6.3104877,0.7837211,instagram_data2
8366,-11.465065,0.7980614,instagram_data
23641,-9.339177,-2.6072242,instagram_data2
1364,-6.1282287,-3.5297499,instagram_data
32164,-0.14550802,1.459108,instagram_data2
29684,19.594727,0.33967856,instagram_data2
27916,-3.0786593,-1.8748589,instagram_data2
29323,-10.2212515,1.9302213,instagram_data2
17798,-2.3004913,4.046786,instagram_data
5429,5.6171365,1.1113232,instagram_data
3587,-4.9912276,1.8585484,instagram_data
16638,22.156986,-7.151304,instagram_data
4989,-10.537028,3.9053733,instagram_data
25915,-9.802192,-2.4973793,instagram_data2
34234,-0.9563205,7.477693,instagram_data2
20117,4.481848,0.9925202,instagram_data
24139,-0.9072441,15.68269,instagram_data2
4929,7.593754,8.5890255,instagram_data
32887,15.294348,6.55168,instagram_data2
18995,-3.3017619,3.7174866,instagram_data
10624,1.7554102,7.238713,instagram_data
15815,9.343035,13.12469,instagram_data
21045,2.6917303,3.3878584,instagram_data2
17554,-14.689719,-3.5144293,instagram_data
26468,4.0900106,12.167476,instagram_data2
3186,1.1668931,-8.736805,instagram_data
17184,5.9153523,0.73555726,instagram_data
1933,-5.2443957,-9.166169,instagram_data
23843,4.5868015,-3.0469906,instagram_data2
17806,-13.868098,-0.77200896,instagram_data
31503,1.6838726,7.3963165,instagram_data2
33331,-2.9885843,5.722752,instagram_data2
5159,8.420683,-5.77589,instagram_data
4280,-6.225459,-0.5782057,instagram_data
6953,-1.3884064,-3.2188146,instagram_data
4498,-7.2340426,2.5203695,instagram_data
24049,3.8118522,6.0899067,instagram_data2
7212,0.76084894,0.67749965,instagram_data
28799,7.332585,0.45421243,instagram_data2
20650,-3.2791443,8.006712,instagram_data2
956,2.6302135,-1.4996134,instagram_data
6162,14.393264,-12.183526,instagram_data
26780,-0.26150653,4.110724,instagram_data2
29976,-8.617968,2.4465306,instagram_data2
17861,-5.750472,-1.9264585,instagram_data
32480,-7.134515,1.3193669,instagram_data2
12803,-5.785285,-2.6034396,instagram_data
27383,-6.5887303,2.8924031,instagram_data2
31396,7.1493783,-3.904022,instagram_data2
34330,5.330125,0.8042284,instagram_data2
5579,0.52806735,8.651315,instagram_data
1402,-0.9586317,-0.42294377,instagram_data
21124,-8.73891,-5.844436,instagram_data2
14869,2.9167492,10.905635,instagram_data
23979,-6.2108493,5.4714155,instagram_data2
11381,-2.0263395,-2.6211336,instagram_data
1697,15.576603,0.039267167,instagram_data
11837,1.6247097,4.618798,instagram_data
18266,-5.180542,0.031785518,instagram_data
31221,-7.8813252,-1.098483,instagram_data2
23042,1.4977642,3.0307043,instagram_data2
18308,-6.005066,-1.4706907,instagram_data
27267,10.189156,2.9798744,instagram_data2
21434,-4.4141583,-0.55454105,instagram_data2
30442,2.5050008,-13.282656,instagram_data2
2135,-5.7078466,-2.3588245,instagram_data
6134,6.815555,-17.249025,instagram_data
12663,-14.836049,-4.1388245,instagram_data
9900,-8.871646,-1.9395115,instagram_data
24176,-6.1745734,6.8123465,instagram_data2
10681,-7.235818,-1.3942775,instagram_data
32440,-2.0672243,1.8080679,instagram_data2
30889,5.1218343,5.4987698,instagram_data2
28560,5.247826,2.3549216,instagram_data2
637,2.7806935,0.9359875,instagram_data
30679,-2.1645594,7.2104597,instagram_data2
30517,10.759756,-1.3764204,instagram_data2
13490,0.7691425,1.8913734,instagram_data
16437,-8.508835,-3.3817317,instagram_data
12152,-6.56084,-2.3450556,instagram_data
6566,3.297024,7.451249,instagram_data
3889,-8.898217,-6.804361,instagram_data
13387,5.702724,-3.5721984,instagram_data
10045,-11.79736,1.8242368,instagram_data
29292,11.0214405,-2.1567056,instagram_data2
23549,0.49603134,9.52205,instagram_data2
33839,4.9572954,-10.100056,instagram_data2
52,18.464691,-3.271476,instagram_data
8344,7.0439115,0.83490497,instagram_data
14835,-8.751717,5.352265,instagram_data
8538,-8.660986,-0.42435583,instagram_data
10039,-3.2020082,1.5772536,instagram_data
3029,-9.726094,-2.1377115,instagram_data
16216,-8.59073,2.5930126,instagram_data
12632,0.6335083,15.5911255,instagram_data
31009,-1.5118165,1.185995,instagram_data2
246,-2.0321803,4.1928315,instagram_data
17264,7.8374267,4.404984,instagram_data
7793,-8.74073,-6.9917226,instagram_data
7220,-6.3513174,3.2791238,instagram_data
17632,-10.099843,-3.7347,instagram_data
627,5.7406287,4.87773,instagram_data
18874,-6.4346814,-1.5396212,instagram_data
14570,14.956165,-4.075539,instagram_data
5694,-9.459432,2.5790899,instagram_data
31418,-10.248774,-6.17901,instagram_data2
12256,-5.974322,0.5683427,instagram_data
11117,4.642695,6.9092607,instagram_data
33381,-3.0365639,12.012544,instagram_data2
22294,-12.48937,2.3733191,instagram_data2
26346,-4.4545245,0.055926807,instagram_data2
26218,-9.776167,4.0728083,instagram_data2
20022,1.3268745,5.851912,instagram_data
17446,-5.508193,-6.0585666,instagram_data
33824,11.175506,1.4834332,instagram_data2
30061,-13.579241,-0.5633356,instagram_data2
5471,-3.8499405,-5.9087586,instagram_data
19294,-5.4599385,11.50212,instagram_data
23007,3.524516,17.05664,instagram_data2
12651,-12.352312,1.4933705,instagram_data
25491,-1.9153618,7.9088364,instagram_data2
31593,-11.657398,-2.1647902,instagram_data2
18731,-6.419608,-3.6524022,instagram_data
30027,5.0913944,7.6745024,instagram_data2
12783,-4.4675055,1.6697875,instagram_data
11549,-0.85953784,5.1287603,instagram_data
33853,-5.158986,-2.0932803,instagram_data2
6866,-5.7972198,0.7320879,instagram_data
4816,3.694357,-4.6928563,instagram_data
24106,-11.99289,-0.7558205,instagram_data2
26538,-11.759467,2.4190097,instagram_data2
6779,1.4459168,5.2684255,instagram_data
12134,7.7715907,-18.250973,instagram_data
8472,-5.8372154,-4.099988,instagram_data
24937,-12.908906,-6.280261,instagram_data2
24319,-1.4520013,8.726123,instagram_data2
25304,-9.487119,-0.6766416,instagram_data2
30208,-5.0541534,-1.006979,instagram_data2
28961,6.865417,0.1440302,instagram_data2
20497,-2.5112119,-9.946193,instagram_data
28109,5.1450253,-2.6279564,instagram_data2
29587,7.795999,7.7573843,instagram_data2
9735,-0.12076936,0.28709266,instagram_data
34696,-7.3296638,3.307582,instagram_data2
22325,-9.753146,0.30556235,instagram_data2
32514,-11.349404,-3.109841,instagram_data2
6169,17.993587,-22.431986,instagram_data
19756,-3.1908214,8.626974,instagram_data
15895,-13.4066105,-1.0115728,instagram_data
31650,-6.738579,-0.51530445,instagram_data2
28410,-12.922613,-0.15881985,instagram_data2
18075,18.324465,3.8550723,instagram_data
9921,-12.130631,-1.5384469,instagram_data
16933,10.49805,4.068486,instagram_data
28480,0.39436936,6.429309,instagram_data2
18411,6.1005015,1.6490119,instagram_data
20560,-5.6119404,-4.6915402,instagram_data2
20693,1.7645239,6.721315,instagram_data2
25581,-1.7206792,-4.4143796,instagram_data2
31042,2.5976198,-5.168984,instagram_data2
25231,-3.7505314,1.553864,instagram_data2
20761,11.869154,-11.23105,instagram_data2
23942,7.458566,9.936493,instagram_data2
14037,-6.0958986,-1.641129,instagram_data
30448,6.3514166,-1.4685558,instagram_data2
27945,-8.676667,3.9520142,instagram_data2
23536,-1.4152569,-1.556596,instagram_data2
34756,-11.145699,-6.348347,instagram_data2
33070,4.2923384,7.495888,instagram_data2
8745,-0.012865533,-13.456685,instagram_data
29941,3.621175,0.07101928,instagram_data2
34078,-1.6999232,9.177996,instagram_data2
15920,-5.834983,-1.8020107,instagram_data
5085,-7.732756,4.4653683,instagram_data
1964,4.7336,-2.0141194,instagram_data
7158,-9.116707,-3.629661,instagram_data
4012,-6.1762977,-4.443411,instagram_data
3124,-9.882405,-2.182239,instagram_data
20688,-12.11834,-0.26811245,instagram_data2
33701,-3.4289908,3.0788205,instagram_data2
33895,16.733839,-3.102843,instagram_data2
3102,-6.0154376,10.926419,instagram_data
22639,2.5820405,6.6493235,instagram_data2
30625,-5.9991717,-1.236277,instagram_data2
17662,5.0900726,-5.920877,instagram_data
20592,-8.0627365,1.6451955,instagram_data2
525,9.836742,0.16584557,instagram_data
25972,-0.8931789,-0.37569144,instagram_data2
27120,4.902158,2.1852155,instagram_data2
5485,12.546799,8.8304,instagram_data
25422,-0.72713816,-0.95012105,instagram_data2
29447,12.647239,-7.4747443,instagram_data2
28673,-4.1472764,-7.698216,instagram_data2
17890,15.115513,8.246868,instagram_data
28887,8.937695,-5.5330434,instagram_data2
7376,24.268997,6.748791,instagram_data
20330,-8.777203,-5.367407,instagram_data
20868,0.856639,-8.2855425,instagram_data2
26520,-1.6165063,8.809189,instagram_data2
19366,1.7530375,3.999273,instagram_data
6891,-3.3861153,8.655522,instagram_data
22880,-11.423181,2.5205512,instagram_data2
1035,13.514749,2.7309153,instagram_data
23247,1.8504021,-0.33542907,instagram_data2
1471,21.075907,-6.9407215,instagram_data
3796,-8.4147215,-3.602182,instagram_data
10067,5.4705124,-9.60083,instagram_data
31222,-8.007032,0.7524161,instagram_data2
13690,29.924656,-5.0112605,instagram_data
26978,-12.701675,-2.0527167,instagram_data2
20528,-7.0214562,0.64406085,instagram_data2
10196,-12.679878,0.2021406,instagram_data
6795,-1.3718102,-5.1429195,instagram_data
17218,4.023924,15.322774,instagram_data
13256,5.7831216,-4.3830533,instagram_data
2946,-0.38428453,-10.124579,instagram_data
31644,-9.468696,2.3885548,instagram_data2
15352,3.6090765,3.0926788,instagram_data
27870,0.62834936,-4.4854326,instagram_data2
4540,-0.9931917,-0.7540436,instagram_data
6434,4.1702304,1.9433638,instagram_data
33725,6.8538923,-0.7047812,instagram_data2
17323,-2.3659656,-8.8802185,instagram_data
15683,25.041706,-0.700442,instagram_data
270,-13.513141,-4.5012574,instagram_data
10992,-9.327228,-1.1496147,instagram_data
15969,-8.589641,-0.6022485,instagram_data
26783,-0.47119647,4.118972,instagram_data2
8228,0.5539499,-7.3807716,instagram_data
13968,0.97608954,-1.4445726,instagram_data
31191,8.33733,-1.4446577,instagram_data2
14755,10.655875,8.800239,instagram_data
7885,-12.315267,-2.692119,instagram_data
28255,18.557312,-1.8542186,instagram_data2
9213,-3.8230472,1.8902224,instagram_data
24004,-12.151364,-1.98072,instagram_data2
28295,-10.067101,-1.4200939,instagram_data2
26410,2.486235,-11.288167,instagram_data2
6855,-8.118785,0.37815347,instagram_data
6705,6.534656,-4.2343006,instagram_data
16776,-2.6831176,3.5178676,instagram_data
15891,3.0387387,5.0524187,instagram_data
8045,-9.863081,0.5918435,instagram_data
7798,16.883812,9.626302,instagram_data
9531,3.0503912,-5.233597,instagram_data
31797,-10.592697,1.025924,instagram_data2
11221,8.379403,-1.9295181,instagram_data
16716,-4.390102,7.2572026,instagram_data
24599,10.455267,0.5654847,instagram_data2
4521,12.295136,-0.44058827,instagram_data
30792,15.377684,-8.978029,instagram_data2
21713,-3.6151795,-3.9379604,instagram_data2
23897,-1.9300796,1.6823323,instagram_data2
510,9.632089,0.61526585,instagram_data
25670,-3.9178162,-9.227359,instagram_data2
170,17.462889,-3.1763272,instagram_data
31198,8.359875,10.787224,instagram_data2
15547,-5.6376476,1.3570942,instagram_data
1391,-5.8007083,-0.055167526,instagram_data
25538,-10.083589,-2.9107676,instagram_data2
4005,4.1937146,0.47572416,instagram_data
28382,-4.970627,0.4494476,instagram_data2
31585,14.058368,-15.154453,instagram_data2
14714,8.538447,-1.4842613,instagram_data
17559,-14.805077,-3.017467,instagram_data
16905,11.372406,2.0449717,instagram_data
25067,1.7509668,8.15659,instagram_data2
24798,-2.7428153,3.0376046,instagram_data2
103,21.197319,-1.1972908,instagram_data
11293,-8.679832,4.038954,instagram_data
25082,-8.068056,-6.103211,instagram_data2
26034,-3.6495554,-0.08896387,instagram_data2
15087,1.9752188,-4.775861,instagram_data
5785,-9.053239,1.2081643,instagram_data
9517,2.57105,-15.597439,instagram_data
19807,-9.061536,7.8988767,instagram_data
3244,-8.351692,-2.4894655,instagram_data
22337,-0.60671884,-16.48322,instagram_data2
8214,4.497337,-9.972951,instagram_data
1772,2.100792,-0.07340007,instagram_data
21515,-13.567791,-6.39312,instagram_data2
28766,0.17673662,-7.1554813,instagram_data2
14364,0.7387579,6.500024,instagram_data
23431,3.176657,-13.125768,instagram_data2
19422,-5.1367316,2.387501,instagram_data
21628,16.870016,9.776338,instagram_data2
28862,-2.006576,-7.8371425,instagram_data2
33116,7.3865066,10.707135,instagram_data2
22013,-9.3489275,-0.34691584,instagram_data2
23122,19.265543,6.353757,instagram_data2
16065,-1.752835,8.951873,instagram_data
4872,-4.9122763,4.3520007,instagram_data
33943,-8.638022,-3.9976199,instagram_data2
537,-0.3007796,4.086288,instagram_data
31159,-2.8921545,5.6339693,instagram_data2
30790,14.294506,11.572139,instagram_data2
33903,4.087429,-1.7543494,instagram_data2
7840,-8.753717,0.58673906,instagram_data
1675,14.02881,14.431193,instagram_data
29500,16.87676,-2.782303,instagram_data2
12761,-4.8121676,2.4257965,instagram_data
32226,12.388427,-5.7682786,instagram_data2
14327,5.442854,-0.0630529,instagram_data
32146,-0.5590358,6.8171277,instagram_data2
10852,-9.284149,-0.51383346,instagram_data
7918,-11.669527,3.6416051,instagram_data
4330,-5.668051,2.9977722,instagram_data
715,-9.893089,0.7793253,instagram_data
22175,-3.0435448,0.9780719,instagram_data2
11654,-0.91833824,6.004996,instagram_data
22657,24.423883,-14.30999,instagram_data2
22438,-5.2061853,2.5586798,instagram_data2
6412,-3.723965,1.8516096,instagram_data
12540,-7.3673553,5.3357205,instagram_data
8567,0.7681495,0.5237909,instagram_data
34071,15.488784,11.075477,instagram_data2
34597,-3.843152,-3.6541467,instagram_data2
14623,7.4240217,2.0438752,instagram_data
19250,3.1306133,6.98529,instagram_data
14083,-5.806269,-7.1470213,instagram_data
30963,-3.3412347,5.184701,instagram_data2
10909,10.033716,2.2681615,instagram_data
614,0.6467312,9.185317,instagram_data
33655,-3.6889646,10.442213,instagram_data2
16179,3.0588727,4.299131,instagram_data
18288,-5.6308904,-1.3052931,instagram_data
6280,7.520736,-9.445144,instagram_data
28658,11.768087,1.9146764,instagram_data2
9931,1.018382,-6.8679967,instagram_data
18435,5.891291,-6.44247,instagram_data
15509,14.39026,-8.036602,instagram_data
18356,-11.139336,-0.87669414,instagram_data
28748,6.496829,4.22761,instagram_data2
25743,-4.7020006,3.6006603,instagram_data2
960,-7.946257,4.4720554,instagram_data
32795,9.294592,-5.728745,instagram_data2
29791,20.756826,3.296867,instagram_data2
18366,7.282892,7.441601,instagram_data
15207,-9.901415,-1.2007626,instagram_data
25003,-3.7317493,-1.0691451,instagram_data2
8363,0.68539035,7.4874043,instagram_data
26673,-3.9331498,-7.487048,instagram_data2
33056,-6.760922,4.592975,instagram_data2
28760,-4.7868347,-6.5932636,instagram_data2
14067,6.7022605,8.359272,instagram_data
30853,-0.14366496,-7.9141173,instagram_data2
14117,2.5337298,-5.7440357,instagram_data
27293,-4.183445,-0.061048824,instagram_data2
33413,-7.660564,0.09342399,instagram_data2
32138,-7.0458884,7.045055,instagram_data2
27117,24.011507,-24.639536,instagram_data2
2548,-11.36531,2.8870845,instagram_data
16624,11.453853,-15.662049,instagram_data
26396,12.51059,-5.2017565,instagram_data2
27649,-9.072462,-2.0773838,instagram_data2
22204,-3.351834,0.8262375,instagram_data2
9197,-11.361383,-3.3736079,instagram_data
28250,-7.559803,-0.09088014,instagram_data2
8304,-11.490519,1.1094393,instagram_data
19062,-10.3238535,-3.909446,instagram_data
17427,4.3973236,-4.4523196,instagram_data
12164,-14.494977,-1.1493615,instagram_data
28163,-4.0220566,-4.1201916,instagram_data2
618,-3.032357,0.3474014,instagram_data
21728,-8.759603,-0.9868758,instagram_data2
33314,-5.7761993,0.23845023,instagram_data2
25852,-3.456876,6.718,instagram_data2
11573,8.390745,13.073181,instagram_data
13084,-10.415219,-0.2839581,instagram_data
9014,-3.7421832,-0.87825596,instagram_data
256,-1.0338194,-1.0711523,instagram_data
8631,21.02088,1.271475,instagram_data
19042,-4.3358755,-10.069527,instagram_data
21430,4.3512464,-13.4979315,instagram_data2
20085,-5.6992555,4.316566,instagram_data
30747,-4.8514404,-11.317982,instagram_data2
5234,15.146221,-9.395203,instagram_data
26296,14.741357,10.984973,instagram_data2
29082,-10.594854,2.4904249,instagram_data2
22401,-4.974218,-7.2658744,instagram_data2
11192,-8.7547865,-12.208287,instagram_data
29709,-0.71924573,1.6656438,instagram_data2
7870,-10.697753,0.80758554,instagram_data
21995,6.1442256,-4.5456324,instagram_data2
18253,3.2871716,0.28518012,instagram_data
21409,3.3485436,-11.686601,instagram_data2
24007,28.875301,-22.911177,instagram_data2
18105,3.9889312,-2.8123686,instagram_data
12535,-5.701081,-1.7586746,instagram_data
24755,18.921366,-27.906696,instagram_data2
12691,-9.925602,-1.1991166,instagram_data
705,0.71074784,8.148235,instagram_data
5881,10.518134,-9.458695,instagram_data
221,-6.6085224,2.4734414,instagram_data
4939,-0.37987474,-5.571817,instagram_data
30905,-2.0591593,2.96457,instagram_data2
32052,9.247218,2.762482,instagram_data2
27061,7.5458784,-10.48804,instagram_data2
15852,0.31021318,-8.53803,instagram_data
6568,-7.4734545,-2.6612012,instagram_data
33248,-1.108386,-12.133553,instagram_data2
30634,9.051488,0.53541195,instagram_data2
14772,17.2475,-8.412331,instagram_data
15482,3.000522,-6.629446,instagram_data
31470,-2.749924,7.4679823,instagram_data2
28687,0.18130575,-2.2489967,instagram_data2
4136,16.018066,-6.1185613,instagram_data
27143,5.2253966,1.3457271,instagram_data2
18351,-5.2930694,2.4223223,instagram_data
18415,-7.0765133,3.9872484,instagram_data
14799,-1.3701693,-18.379229,instagram_data
23669,-4.20474,2.8607419,instagram_data2
432,13.690846,0.5779624,instagram_data
28330,-6.83882,2.3584883,instagram_data2
6489,-10.763716,-1.0142658,instagram_data
2626,-0.0032371907,5.404983,instagram_data
31874,-3.8915272,-5.0842013,instagram_data2
9379,-11.187869,-4.0521913,instagram_data
5047,-2.8081994,8.823236,instagram_data
24068,-4.877926,7.8044963,instagram_data2
26022,9.85608,-4.761368,instagram_data2
30495,3.5064473,-6.9319067,instagram_data2
18405,1.2077906,8.879775,instagram_data
23254,16.518702,-0.7897369,instagram_data2
8239,7.5684366,-8.029973,instagram_data
2495,-8.754969,-0.42283383,instagram_data
8420,13.573621,9.27763,instagram_data
8271,-4.2248907,-8.827238,instagram_data
17866,-0.7271191,12.414553,instagram_data
17899,-5.1325245,-3.8120232,instagram_data
32521,-3.7094963,-4.4386296,instagram_data2
32716,24.959002,-3.029236,instagram_data2
3961,2.2026258,-3.6793537,instagram_data
19273,-0.19889328,10.17463,instagram_data
26755,-3.5063958,7.8426437,instagram_data2
34580,3.9440048,4.04169,instagram_data2
32380,2.4340663,2.1208951,instagram_data2
24740,39.458958,2.7284892,instagram_data2
24295,-9.822658,0.779456,instagram_data2
20031,10.281023,-14.294194,instagram_data
31059,3.4689612,9.005824,instagram_data2
5312,-12.26223,1.1077197,instagram_data
8375,-10.5672655,-4.5136967,instagram_data
23203,2.3784635,0.8349023,instagram_data2
27455,9.648792,-4.0519166,instagram_data2
32754,-1.7139868,-0.39989722,instagram_data2
19321,-2.350767,-11.634224,instagram_data
23459,3.97857,10.880516,instagram_data2
14627,3.0901423,8.701542,instagram_data
16542,-7.54095,-4.108956,instagram_data
19056,14.137767,-14.6669,instagram_data
4765,-12.574212,-1.6405499,instagram_data
17325,7.3982573,1.6434124,instagram_data
14169,-3.0354073,1.0038289,instagram_data
31814,4.151098,0.55071,instagram_data2
22382,-10.998654,2.5882766,instagram_data2
24887,-8.25132,0.5426326,instagram_data2
32720,7.9176793,4.128811,instagram_data2
24528,-11.540666,-5.8992515,instagram_data2
21288,0.50711083,-13.636597,instagram_data2
20267,-2.1889398,11.706417,instagram_data
32533,6.037786,7.520209,instagram_data2
18744,-0.66683227,3.143583,instagram_data
15195,1.2219706,7.5400915,instagram_data
99,4.795245,13.050611,instagram_data
1712,-9.583245,-0.6756335,instagram_data
11777,-8.758327,4.532658,instagram_data
19736,-6.1274395,-14.073702,instagram_data
2023,2.6042151,5.2629447,instagram_data
12599,-3.597034,-2.9193096,instagram_data
10263,-7.2537565,5.3206677,instagram_data
12240,1.2693403,3.8595126,instagram_data
3214,1.0087156,5.9593563,instagram_data
18831,-4.1383543,-2.1890144,instagram_data
28495,4.1940255,2.6330295,instagram_data2
15929,8.429384,-13.871572,instagram_data
32826,-15.40629,-3.9498403,instagram_data2
12086,-8.117102,2.3050835,instagram_data
32503,-4.1970196,12.587517,instagram_data2
30165,-0.0044175847,3.6235178,instagram_data2
8772,-13.922709,-1.801226,instagram_data
27402,-5.0499654,5.9978733,instagram_data2
3769,3.1801512,-3.6339743,instagram_data
10863,-8.177102,-5.447059,instagram_data
9553,-0.52961344,-7.1389847,instagram_data
4839,8.577249,1.2008656,instagram_data
16755,-2.399696,0.09320882,instagram_data
8803,18.846666,17.946663,instagram_data
23652,-4.4078875,0.74774987,instagram_data2
3050,-8.412263,4.780883,instagram_data
30896,5.9613853,0.17307688,instagram_data2
31790,-11.765469,-5.1963043,instagram_data2
32751,1.8128406,12.692823,instagram_data2
34460,3.3103466,-10.052819,instagram_data2
18739,-4.7601037,2.7604685,instagram_data
11913,2.1279786,-7.99257,instagram_data
10943,10.569563,-4.4571095,instagram_data
11525,-13.183426,-1.9916902,instagram_data
11945,2.6950467,9.635908,instagram_data
23562,4.7997966,-4.0977483,instagram_data2
5417,-11.742908,-1.7587856,instagram_data
20373,-4.46184,1.0928248,instagram_data
29048,-6.4002757,-8.38982,instagram_data2
33337,-4.5110765,-4.641485,instagram_data2
15280,-7.2552996,6.6289773,instagram_data
32721,19.553318,5.8087406,instagram_data2
7178,-8.233254,1.6500353,instagram_data
11420,1.835617,-12.313794,instagram_data
32904,5.2342124,-7.9259143,instagram_data2
5804,-7.7293105,-1.4894046,instagram_data
7693,-10.0285,4.984238,instagram_data
15465,-3.0961487,4.9771094,instagram_data
30304,-1.7159336,-3.051114,instagram_data2
11892,7.068551,3.0035145,instagram_data
9369,12.685816,22.30197,instagram_data
32221,5.87366,-13.829629,instagram_data2
8771,-9.348948,-0.8213866,instagram_data
9424,17.31042,4.1131964,instagram_data
15378,0.3413461,3.6144774,instagram_data
21339,-11.43918,-5.873201,instagram_data2
33926,1.3670841,-3.0164726,instagram_data2
3372,-12.488615,-0.92250997,instagram_data
24412,10.780732,0.8591451,instagram_data2
27670,10.365196,-2.3261755,instagram_data2
32464,-2.3936985,-0.63069206,instagram_data2
15611,0.57291013,4.0149765,instagram_data
10716,-2.659052,-0.15643033,instagram_data
10515,14.539426,-3.1893752,instagram_data
12090,-0.96466464,4.5645223,instagram_data
13666,3.6280854,-1.6598314,instagram_data
14060,28.467665,-26.353472,instagram_data
34345,19.262083,-7.234953,instagram_data2
31336,4.7200933,2.929458,instagram_data2
4845,1.2921115,3.1802065,instagram_data
31366,-11.9068,-3.669039,instagram_data2
4532,-5.169453,-8.347951,instagram_data
687,-9.277713,-3.7114365,instagram_data
25262,-9.483231,1.7236362,instagram_data2
11706,1.870134,7.075506,instagram_data
33522,28.990767,2.0496228,instagram_data2
33229,0.43731835,-1.042708,instagram_data2
19034,-7.8190618,1.4585291,instagram_data
31567,-1.4555424,-0.81183267,instagram_data2
22462,22.355251,-11.70259,instagram_data2
31357,-4.4309974,2.1911292,instagram_data2
29232,-3.7822952,1.9036105,instagram_data2
14768,6.170135,9.448307,instagram_data
5632,-8.433968,-6.32446,instagram_data
20879,3.8959122,-9.65081,instagram_data2
22791,7.376165,4.1863594,instagram_data2
28998,4.957441,-11.931971,instagram_data2
24910,-0.5652192,1.108322,instagram_data2
11563,-7.4133654,-7.056505,instagram_data
25513,3.6661625,-1.5294164,instagram_data2
19950,-0.47289053,5.3954215,instagram_data
1432,3.3759573,11.710005,instagram_data
29031,9.769838,-8.621185,instagram_data2
653,-1.4251052,2.7217846,instagram_data
32647,10.365269,2.8942487,instagram_data2
3976,7.7375755,4.2011795,instagram_data
20978,-7.8873024,3.5105338,instagram_data2
34708,-1.808969,-1.4053075,instagram_data2
31720,-11.634044,-2.4398048,instagram_data2
14418,-6.5496683,-4.1915903,instagram_data
5939,12.574449,16.576334,instagram_data
23492,9.702892,4.7329836,instagram_data2
30477,27.606443,16.631025,instagram_data2
10019,-9.372203,-2.2510846,instagram_data
26065,-4.9806576,-2.0468335,instagram_data2
18973,-2.8416202,-2.5312114,instagram_data
9437,-15.643182,-1.9150593,instagram_data
16000,11.1138935,7.6289444,instagram_data
6023,1.450178,2.5135677,instagram_data
30077,-6.376364,1.890138,instagram_data2
13517,3.015905,11.209809,instagram_data
34412,7.1316648,2.9799547,instagram_data2
34511,-0.09740479,-1.1426238,instagram_data2
11307,-1.1705798,0.74029595,instagram_data
34751,3.2244358,2.4179132,instagram_data2
32405,10.455385,-10.112134,instagram_data2
10446,3.835555,0.8830947,instagram_data
23394,4.3969264,-16.162878,instagram_data2
8438,-6.415576,-6.083384,instagram_data
19352,-9.146771,-1.7493453,instagram_data
8037,-6.3272305,-5.413529,instagram_data
6010,-5.750275,3.4352868,instagram_data
30070,-11.248399,-3.5783994,instagram_data2
16519,-1.4616224,-1.4480296,instagram_data
19858,8.423846,0.82384956,instagram_data
2268,4.086054,1.5195279,instagram_data
27125,1.5812206,-6.4008265,instagram_data2
18083,-1.3355107,9.843536,instagram_data
2515,-7.010632,2.1313384,instagram_data
5420,-1.0615412,3.1368067,instagram_data
33545,10.172666,-1.3347281,instagram_data2
13445,-0.011550475,5.0167966,instagram_data
30648,-4.517534,-4.1880503,instagram_data2
22653,19.135303,9.101661,instagram_data2
18499,-2.1557705,-5.1780906,instagram_data
16058,15.544257,13.460908,instagram_data
355,9.393864,11.579759,instagram_data
19773,1.9675431,10.695406,instagram_data
24151,-9.261055,2.4467387,instagram_data2
6056,-6.526309,2.7674081,instagram_data
30212,-12.695504,-4.051587,instagram_data2
24514,3.0936778,-9.459327,instagram_data2
13753,-5.835074,1.7624732,instagram_data
33778,-1.3933362,-1.9609947,instagram_data2
21999,-0.2701616,-1.7819479,instagram_data2
28494,13.526984,3.444846,instagram_data2
32240,-5.607361,-10.615387,instagram_data2
15390,8.076477,-15.459857,instagram_data
31870,10.592435,11.670817,instagram_data2
1033,-5.876459,1.9885855,instagram_data
27456,-6.263938,0.29034093,instagram_data2
12123,2.2304056,5.8358707,instagram_data
31909,-7.447872,4.901624,instagram_data2
29362,4.6152477,0.4090464,instagram_data2
21039,-3.1589868,-10.28716,instagram_data2
24622,4.0765715,-7.886204,instagram_data2
2637,-11.985771,-3.2423947,instagram_data
25994,1.9275107,7.029714,instagram_data2
10180,-13.364369,-1.8913372,instagram_data
15484,-6.950678,-3.2155015,instagram_data
14369,-3.8486016,1.9034038,instagram_data
5793,-11.9491415,0.03895562,instagram_data
28667,-4.908288,-3.717337,instagram_data2
31365,3.23632,10.1200695,instagram_data2
4802,-5.6180625,6.0157547,instagram_data
879,-8.140074,4.057144,instagram_data
9153,-8.266008,0.89516914,instagram_data
8948,5.0996203,-10.979603,instagram_data
30302,11.915166,-5.4233513,instagram_data2
